"cop","Inf.round","clutch","selection_line","exposed","checking_day","cop_stage_checking","infection","grp","dead","dpi"
"4_022_1B",1,"C10","control",1,2,"C2",0,"uninf",1,6
"4_022_1C",1,"C10","control",1,2,"C2",0,"uninf",1,30
"4_022_1D",1,"C10","control",1,2,"C2",0,"uninf",0,30
"4_022_2A",1,"C10","control",1,2,"C2",0,"uninf",1,6
"4_022_2B",1,"C10","control",1,2,"C2",1,"control",1,8
"4_022_2C",1,"C10","control",1,2,"C2",0,"uninf",0,30
"4_022_2D",1,"C10","control",1,2,"C2",0,"uninf",1,30
"4_022_3A",1,"C10","control",1,2,"C2",1,"control",1,8
"4_022_3B",1,"C10","control",1,2,"C2",0,"uninf",1,8
"4_022_3C",1,"C10","control",1,2,"C2",0,"uninf",1,6
"4_022_3D",1,"C10","control",1,2,"C2",1,"control",0,30
"4_022_4A",1,"C10","control",1,2,"C2",0,"uninf",1,6
"4_022_4B",1,"C10","control",1,2,"C2",1,"control",1,6
"4_022_4C",1,"C10","control",1,2,"C2",1,"control",1,22
"4_022_4D",1,"C10","control",1,2,"C2",0,"uninf",0,30
"4_022_5A",1,"C10","control",1,2,"C2",0,"uninf",1,8
"4_022_5B",1,"C10","control",1,2,"C2",0,"uninf",1,6
"4_022_5C",1,"C10","control",1,NA,NA,NA,"uninf",1,6
"4_022_5D",1,"C10","control",1,2,"C1",0,"uninf",1,8
"4_022_6A",1,"C10","control",1,2,"C2",0,"uninf",1,8
"4_022_6B",1,"C10","control",1,2,"C2",1,"control",1,8
"4_022_6C",1,"C10","control",1,2,"C2",0,"uninf",0,30
"4_022_6D",1,"C10","control",1,2,"C2",1,"control",0,30
"4_023_1A",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_023_1B",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_023_1C",1,"F10","fast",1,2,"C2",1,"fast",1,6
"4_023_1D",1,"F10","fast",1,2,"C2",1,"fast",1,6
"4_023_2A",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_023_2B",1,"F10","fast",1,2,"C2",0,"uninf",0,30
"4_023_2C",1,"F10","fast",1,2,"C2",1,"fast",1,6
"4_023_2D",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_023_3A",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_023_3B",1,"","",0,2,"C2",0,"unexp",0,30
"4_023_3C",1,"F10","fast",1,2,"C2",1,"fast",1,6
"4_023_3D",1,"F10","fast",1,2,"C2",0,"uninf",1,8
"4_023_4A",1,"F10","fast",1,2,"C2",0,"uninf",0,30
"4_023_4B",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_023_4C",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_023_4D",1,"","",0,2,"C2",0,"unexp",1,6
"4_023_5A",1,"F10","fast",1,2,"C2",0,"uninf",0,30
"4_023_5B",1,"F10","fast",1,2,"C2",0,"uninf",0,30
"4_023_5C",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_023_5D",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_023_6A",1,"F10","fast",1,NA,NA,NA,"uninf",0,30
"4_023_6B",1,"F10","fast",1,2,"C2",0,"uninf",0,30
"4_023_6C",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_023_6D",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_024_1A",1,"S9","slow",1,2,"C2",1,"slow",1,6
"4_024_1B",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_1C",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_1D",1,"S9","slow",1,2,"C1",1,"slow",1,8
"4_024_2A",1,"S9","slow",1,2,"C2",0,"uninf",1,8
"4_024_2B",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_2C",1,"S9","slow",1,2,"C2",1,"slow",1,15
"4_024_2D",1,"S9","slow",1,2,"C2",0,"uninf",0,30
"4_024_3A",1,"","",0,2,"C2",0,"unexp",1,8
"4_024_3B",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_3C",1,"S9","slow",1,2,"C2",0,"uninf",0,30
"4_024_3D",1,"S9","slow",1,2,"C2",0,"uninf",0,30
"4_024_4A",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_4B",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_4C",1,"","",0,2,"C2",0,"unexp",1,30
"4_024_4D",1,"S9","slow",1,2,"C2",0,"uninf",1,29
"4_024_5A",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_5B",1,"S9","slow",1,2,"C2",1,"slow",1,6
"4_024_5C",1,"S9","slow",1,2,"C2",1,"slow",0,30
"4_024_5D",1,"S9","slow",1,2,"C2",1,"slow",0,30
"4_024_6A",1,"S9","slow",1,2,"C2",1,"slow",1,8
"4_024_6B",1,"S9","slow",1,2,"C2",0,"uninf",1,6
"4_024_6C",1,"S9","slow",1,2,"C2",0,"uninf",1,29
"4_024_6D",1,"S9","slow",1,2,"C1",1,"slow",1,8
"4_025_1A",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_025_1B",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_025_1C",1,"F10","fast",1,2,"C3",1,"fast",1,6
"4_025_1D",1,"F10","fast",1,2,"C2",0,"uninf",1,8
"4_025_2A",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_025_2B",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_025_2C",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_025_2D",1,"F10","fast",1,2,"C2",0,"uninf",1,8
"4_025_3A",1,"F10","fast",1,2,"C1",0,"uninf",1,6
"4_025_3B",1,"F10","fast",1,2,"C2",1,"fast",0,30
"4_025_3C",1,"F10","fast",1,2,"C1",1,"fast",1,8
"4_025_3D",1,"F10","fast",1,NA,NA,NA,"uninf",0,30
"4_025_4A",1,"F10","fast",1,2,"C3",1,"fast",1,6
"4_025_4B",1,"F10","fast",1,2,"C1",0,"uninf",0,30
"4_025_4C",1,"F10","fast",1,2,"C3",0,"uninf",1,8
"4_025_4D",1,"F10","fast",1,2,"C3",0,"uninf",1,8
"4_025_5A",1,"F10","fast",1,2,"C1",0,"uninf",0,30
"4_025_5B",1,"F10","fast",1,2,"C2",0,"uninf",1,8
"4_025_5C",1,"F10","fast",1,2,"C2",0,"uninf",1,6
"4_025_5D",1,"F10","fast",1,2,"C3",0,"uninf",1,8
"4_025_6A",1,"F10","fast",1,2,"C1",0,"uninf",0,30
"4_025_6B",1,"F10","fast",1,2,"C3",0,"uninf",0,30
"4_025_6C",1,"F10","fast",1,2,"C2",0,"uninf",1,8
"4_025_6D",1,"F10","fast",1,2,"C2",1,"fast",1,6
"4_026_1A",1,"C2","control",1,2,"C2",0,"uninf",1,6
"4_026_1B",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_1C",1,"C2","control",1,2,"C2",1,"control",0,30
"4_026_1D",1,"C2","control",1,2,"C2",1,"control",0,30
"4_026_2A",1,"C2","control",1,2,"C2",1,"control",1,6
"4_026_2B",1,"C2","control",1,NA,NA,NA,"uninf",0,30
"4_026_2C",1,"C2","control",1,2,"C2",0,"uninf",0,30
"4_026_2D",1,"C2","control",1,2,"C1",1,"control",0,30
"4_026_3A",1,"C2","control",1,2,"C2",1,"control",1,6
"4_026_3B",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_3C",1,"C2","control",1,2,"C1",1,"control",1,8
"4_026_3D",1,"C2","control",1,2,"C2",0,"uninf",0,30
"4_026_4A",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_4B",1,"C2","control",1,2,"C2",0,"uninf",1,6
"4_026_4C",1,"C2","control",1,2,"C2",0,"uninf",0,30
"4_026_4D",1,"C2","control",1,2,"C2",0,"uninf",0,30
"4_026_5A",1,"C2","control",1,2,"C1",1,"control",1,6
"4_026_5B",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_5C",1,"C2","control",1,2,"C3",0,"uninf",0,30
"4_026_5D",1,"C2","control",1,2,"C3",0,"uninf",0,30
"4_026_6A",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_6B",1,"C2","control",1,2,"C2",1,"control",1,8
"4_026_6C",1,"C2","control",1,2,"C2",1,"control",0,30
"4_026_6D",1,"C2","control",1,2,"C3",1,"control",1,6
"4_027_1A",1,"S1","slow",1,2,"C1",1,"slow",0,30
"4_027_1B",1,"S1","slow",1,2,"C2",0,"uninf",0,30
"4_027_1C",1,"S1","slow",1,2,"C2",1,"slow",1,6
"4_027_1D",1,"S1","slow",1,2,"C2",1,"slow",1,6
"4_027_2A",1,"S1","slow",1,2,"C2",0,"uninf",0,30
"4_027_2B",1,"S1","slow",1,2,"C1",1,"slow",1,6
"4_027_2C",1,"S1","slow",1,2,"C2",0,"uninf",1,8
"4_027_2D",1,"S1","slow",1,2,"C2",1,"slow",1,6
"4_027_3A",1,"","",0,2,"C2",0,"unexp",0,30
"4_027_3B",1,"S1","slow",1,2,"C2",1,"slow",0,30
"4_027_3C",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_027_3D",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_027_4A",1,"S1","slow",1,2,"C2",1,"slow",0,30
"4_027_4B",1,"S1","slow",1,2,"C1",1,"slow",0,30
"4_027_4C",1,"S1","slow",1,2,"C2",0,"uninf",1,8
"4_027_4D",1,"","",0,2,"C2",0,"unexp",1,6
"4_027_5A",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_027_5B",1,"S1","slow",1,2,"C2",1,"slow",0,30
"4_027_5C",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_027_5D",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_027_6A",1,"S1","slow",1,2,"C2",0,"uninf",0,30
"4_027_6B",1,"S1","slow",1,2,"C3",1,"slow",1,17
"4_027_6C",1,"S1","slow",1,2,"C2",1,"slow",1,6
"4_027_6D",1,"S1","slow",1,2,"C2",1,"slow",1,8
"4_028_1A",1,"C8","control",1,2,"C2",1,"control",1,6
"4_028_1B",1,"C8","control",1,2,"C2",1,"control",1,6
"4_028_1C",1,"C8","control",1,NA,NA,NA,"uninf",0,30
"4_028_1D",1,"C8","control",1,2,"C2",1,"control",0,30
"4_028_2A",1,"C8","control",1,2,"C2",0,"uninf",1,6
"4_028_2B",1,"C8","control",1,2,"C2",1,"control",1,6
"4_028_2C",1,"C8","control",1,2,"C2",1,"control",1,17
"4_028_2D",1,"C8","control",1,2,"C2",0,"uninf",1,27
"4_028_3A",1,"C8","control",1,2,"C2",0,"uninf",1,6
"4_028_3B",1,"C8","control",1,2,"C2",1,"control",1,8
"4_028_3C",1,"","",0,2,"C2",0,"unexp",1,29
"4_028_3D",1,"C8","control",1,2,"C2",0,"uninf",1,29
"4_028_4A",1,"C8","control",1,2,"C2",1,"control",1,6
"4_028_4B",1,"","",0,NA,NA,NA,"unexp",0,30
"4_028_4C",1,"C8","control",1,2,"C2",0,"uninf",0,30
"4_028_4D",1,"C8","control",1,2,"C2",0,"uninf",1,6
"4_028_5A",1,"C8","control",1,2,"C2",1,"control",1,8
"4_028_5B",1,"C8","control",1,NA,NA,NA,"uninf",0,30
"4_028_5C",1,"C8","control",1,2,"C2",0,"uninf",0,30
"4_028_5D",1,"C8","control",1,2,"C2",1,"control",1,17
"4_028_6A",1,"C8","control",1,2,"C2",1,"control",1,6
"4_028_6B",1,"C8","control",1,2,"C2",1,"control",1,8
"4_028_6C",1,"C8","control",1,2,"C2",0,"uninf",0,30
"4_028_6D",1,"C8","control",1,2,"C2",1,"control",0,30
"4_029_1A",1,"S11","slow",1,2,"C2",0,"uninf",0,30
"4_029_1B",1,"S11","slow",1,2,"C2",0,"uninf",0,30
"4_029_1C",1,"S11","slow",1,2,"C2",1,"slow",1,6
"4_029_1D",1,"S11","slow",1,2,"C2",0,"uninf",1,6
"4_029_2A",1,"S11","slow",1,2,"C2",0,"uninf",0,30
"4_029_2B",1,"S11","slow",1,2,"C2",1,"slow",0,30
"4_029_2C",1,"S11","slow",1,2,"C2",1,"slow",1,6
"4_029_2D",1,"S11","slow",1,2,"C2",0,"uninf",1,8
"4_029_3A",1,"S11","slow",1,2,"C1",1,"slow",1,6
"4_029_3B",1,"","",0,2,"C2",0,"unexp",1,30
"4_029_3C",1,"S11","slow",1,2,"C2",1,"slow",1,8
"4_029_3D",1,"S11","slow",1,2,"C2",1,"slow",1,8
"4_029_4A",1,"S11","slow",1,2,"C2",1,"slow",0,30
"4_029_4B",1,"S11","slow",1,2,"C2",0,"uninf",1,15
"4_029_4C",1,"","",0,2,"C2",0,"unexp",1,8
"4_029_4D",1,"S11","slow",1,2,"C2",1,"slow",1,6
"4_029_5A",1,"S11","slow",1,2,"C2",0,"uninf",1,10
"4_029_5B",1,"S11","slow",1,2,"C2",0,"uninf",0,30
"4_029_5C",1,"S11","slow",1,2,"C2",0,"uninf",1,8
"4_029_5D",1,"S11","slow",1,2,"C2",0,"uninf",1,8
"4_029_6A",1,"S11","slow",1,2,"C2",0,"uninf",1,27
"4_029_6B",1,"S11","slow",1,2,"C2",0,"uninf",0,30
"4_029_6C",1,"S11","slow",1,2,"C2",0,"uninf",1,6
"4_029_6D",1,"S11","slow",1,2,"C2",0,"uninf",1,8
"4_030_1A",1,"S10","slow",1,NA,NA,NA,"uninf",0,30
"4_030_1B",1,"S10","slow",1,2,"C2",1,"slow",1,6
"4_030_1C",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_030_1D",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_030_2A",1,"S10","slow",1,2,"C2",0,"uninf",1,6
"4_030_2B",1,"S10","slow",1,2,"C2",0,"uninf",1,8
"4_030_2C",1,"S10","slow",1,2,"C2",0,"uninf",1,6
"4_030_2D",1,"S10","slow",1,2,"C2",1,"slow",0,30
"4_030_3A",1,"S10","slow",1,NA,NA,NA,"uninf",0,30
"4_030_3B",1,"S10","slow",1,2,"C2",1,"slow",1,6
"4_030_3C",1,"S10","slow",1,2,"C2",1,"slow",0,30
"4_030_3D",1,"S10","slow",1,2,"C2",1,"slow",0,30
"4_030_4A",1,"S10","slow",1,NA,NA,NA,"uninf",0,30
"4_030_4B",1,"S10","slow",1,2,"C2",0,"uninf",1,6
"4_030_4C",1,"S10","slow",1,2,"C1",1,"slow",1,6
"4_030_4D",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_030_5A",1,"S10","slow",1,2,"C2",1,"slow",1,6
"4_030_5B",1,"S10","slow",1,2,"C2",1,"slow",1,8
"4_030_5C",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_030_5D",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_030_6A",1,"S10","slow",1,NA,NA,NA,"uninf",0,30
"4_030_6B",1,"S10","slow",1,2,"C2",0,"uninf",1,6
"4_030_6C",1,"S10","slow",1,2,"C2",1,"slow",0,30
"4_030_6D",1,"S10","slow",1,2,"C2",0,"uninf",0,30
"4_031_1A",1,"F11","fast",1,2,"C2",0,"uninf",0,30
"4_031_1B",1,"F11","fast",1,2,"C2",0,"uninf",1,8
"4_031_1C",1,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_031_1D",1,"F11","fast",1,2,"C2",1,"fast",1,8
"4_031_2A",1,"F11","fast",1,2,"C1",0,"uninf",0,30
"4_031_2B",1,"F11","fast",1,2,"C2",0,"uninf",0,30
"4_031_2C",1,"F11","fast",1,2,"C2",1,"fast",1,8
"4_031_2D",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_031_3A",1,"","",0,2,"C2",0,"unexp",0,30
"4_031_3B",1,"F11","fast",1,2,"C2",1,"fast",0,30
"4_031_3C",1,"F11","fast",1,2,"C2",0,"uninf",1,8
"4_031_3D",1,"F11","fast",1,2,"C2",1,"fast",1,8
"4_031_4A",1,"F11","fast",1,2,"C2",0,"uninf",0,30
"4_031_4B",1,"F11","fast",1,2,"C3",1,"fast",0,30
"4_031_4C",1,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_031_4D",1,"","",0,2,"C2",0,"unexp",1,6
"4_031_5A",1,"F11","fast",1,2,"C2",0,"uninf",1,8
"4_031_5B",1,"F11","fast",1,2,"C2",1,"fast",0,30
"4_031_5C",1,"F11","fast",1,2,"C2",1,"fast",1,6
"4_031_5D",1,"F11","fast",1,2,"C2",0,"uninf",1,6
"4_031_6A",1,"F11","fast",1,2,"C1",1,"fast",0,30
"4_031_6B",1,"F11","fast",1,2,"C2",1,"fast",0,30
"4_031_6C",1,"F11","fast",1,NA,NA,NA,"uninf",0,30
"4_031_6D",1,"F11","fast",1,2,"C1",0,"uninf",1,6
"4_032_1A",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_1B",1,"S7","slow",1,3,"C2",1,"slow",1,6
"4_032_1C",1,"S7","slow",1,3,"C2",0,"uninf",0,30
"4_032_1D",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_2A",1,"S7","slow",1,3,"C2",0,"uninf",1,8
"4_032_2B",1,"S7","slow",1,3,"C2",1,"slow",1,8
"4_032_2C",1,"S7","slow",1,3,"C2",1,"slow",1,8
"4_032_2D",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_3A",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_3B",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_3C",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_3D",1,"","",0,3,"C2",0,"unexp",0,30
"4_032_4A",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_4B",1,"S7","slow",1,3,"C2",1,"slow",1,6
"4_032_4C",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_4D",1,"","",0,3,"C2",0,"unexp",0,30
"4_032_5A",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_5B",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_5C",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_5D",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_6A",1,"S7","slow",1,3,"C2",0,"uninf",1,8
"4_032_6B",1,"S7","slow",1,3,"C2",0,"uninf",1,6
"4_032_6C",1,"S7","slow",1,3,"C2",1,"slow",0,30
"4_032_6D",1,"S7","slow",1,3,"C2",0,"uninf",0,30
"4_033_1A",1,"F7","fast",1,3,"C2",0,"uninf",0,30
"4_033_1B",1,"F7","fast",1,3,"C2",1,"fast",0,30
"4_033_1C",1,"F7","fast",1,3,"C2",1,"fast",1,8
"4_033_1D",1,"F7","fast",1,3,"C2",0,"uninf",1,6
"4_033_2A",1,"F7","fast",1,3,"C2",0,"uninf",1,6
"4_033_2B",1,"F7","fast",1,3,"C2",1,"fast",0,30
"4_033_2C",1,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_033_2D",1,"F7","fast",1,3,"C2",0,"uninf",1,6
"4_033_3A",1,"F7","fast",1,3,"C2",0,"uninf",0,30
"4_033_3B",1,"F7","fast",1,NA,NA,NA,"uninf",0,30
"4_033_3C",1,"","",0,3,"C2",0,"unexp",1,6
"4_033_3D",1,"F7","fast",1,3,"C2",0,"uninf",1,6
"4_033_4A",1,"F7","fast",1,3,"C1",0,"uninf",0,30
"4_033_4B",1,"F7","fast",1,3,"C2",0,"uninf",0,30
"4_033_4C",1,"","",0,3,"C2",0,"unexp",1,8
"4_033_4D",1,"F7","fast",1,3,"C2",1,"fast",1,8
"4_033_5A",1,"F7","fast",1,3,"C2",0,"uninf",0,30
"4_033_5B",1,"F7","fast",1,3,"C2",0,"uninf",0,30
"4_033_5C",1,"F7","fast",1,3,"C2",0,"uninf",1,6
"4_033_5D",1,"F11","fast",1,3,"C2",1,"fast",1,6
"4_033_6A",1,"F7","fast",1,3,"C1",0,"uninf",1,6
"4_033_6B",1,"F7","fast",1,3,"C2",1,"fast",0,30
"4_033_6C",1,"F7","fast",1,3,"C2",1,"fast",1,6
"4_033_6D",1,"F11","fast",1,NA,NA,NA,"uninf",0,30
"4_034_1A",1,"S5","slow",1,2,"C2",0,"uninf",1,6
"4_034_1B",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_1C",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_1D",1,"S5","slow",1,2,"C2",0,"uninf",0,30
"4_034_2A",1,"S5","slow",1,2,"C2",0,"uninf",1,6
"4_034_2B",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_2C",1,"S5","slow",1,NA,NA,NA,"uninf",0,30
"4_034_2D",1,"S5","slow",1,2,"C2",1,"slow",1,10
"4_034_3A",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_3B",1,"","",0,2,"C2",0,"unexp",1,6
"4_034_3C",1,"S5","slow",1,2,"C2",0,"uninf",0,30
"4_034_3D",1,"S5","slow",1,2,"C2",1,"slow",0,30
"4_034_4A",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_4B",1,"","",0,2,"C2",0,"unexp",1,6
"4_034_4C",1,"S5","slow",1,2,"C2",1,"slow",0,30
"4_034_4D",1,"S5","slow",1,2,"C1",0,"uninf",1,6
"4_034_5A",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_5B",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_5C",1,"S5","slow",1,2,"C2",0,"uninf",0,30
"4_034_5D",1,"S5","slow",1,2,"C1",0,"uninf",1,6
"4_034_6A",1,"S5","slow",1,2,"C2",1,"slow",1,6
"4_034_6B",1,"S5","slow",1,2,"C1",0,"uninf",1,6
"4_034_6C",1,"S5","slow",1,2,"C2",0,"uninf",0,30
"4_034_6D",1,"S5","slow",1,2,"C2",0,"uninf",0,30
"4_035_1A",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_1B",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_1C",1,"F4","fast",1,2,"C2",0,"uninf",1,6
"4_035_1D",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_2A",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_2B",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_2C",1,"F4","fast",1,2,"C2",0,"uninf",1,8
"4_035_2D",1,"F4","fast",1,2,"C2",0,"uninf",1,6
"4_035_3A",1,"","",0,2,"C2",0,"unexp",1,30
"4_035_3B",1,"F4","fast",1,2,"C2",0,"uninf",0,30
"4_035_3C",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_3D",1,"F4","fast",1,2,"C2",0,"uninf",1,6
"4_035_4A",1,"","",0,2,"C2",0,"unexp",0,30
"4_035_4B",1,"F4","fast",1,NA,NA,NA,"uninf",0,30
"4_035_4C",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_4D",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_5A",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_5B",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_5C",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_5D",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_6A",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_6B",1,"F4","fast",1,2,"C2",1,"fast",0,30
"4_035_6C",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_035_6D",1,"F4","fast",1,2,"C2",1,"fast",1,6
"4_036_1A",1,"C12","control",1,2,"C2",0,"uninf",1,6
"4_036_1B",1,"C12","control",1,2,"C2",0,"uninf",1,8
"4_036_1C",1,"C12","control",1,2,"C2",1,"control",0,30
"4_036_1D",1,"C12","control",1,2,"C1",1,"control",0,30
"4_036_2A",1,"C12","control",1,2,"C2",0,"uninf",1,6
"4_036_2B",1,"C12","control",1,2,"C2",0,"uninf",1,8
"4_036_2C",1,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_036_2D",1,"C12","control",1,2,"C2",0,"uninf",0,30
"4_036_3A",1,"C12","control",1,2,"C2",1,"control",1,8
"4_036_3B",1,"C12","control",1,2,"C2",0,"uninf",1,8
"4_036_3C",1,"C12","control",1,2,"C2",1,"control",1,6
"4_036_3D",1,"C12","control",1,2,"C2",1,"control",0,30
"4_036_4A",1,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_036_4B",1,"C12","control",1,2,"C2",0,"uninf",1,8
"4_036_4C",1,"C12","control",1,2,"C2",1,"control",1,6
"4_036_4D",1,"C12","control",1,2,"C2",0,"uninf",0,30
"4_036_5A",1,"C12","control",1,NA,NA,NA,"uninf",0,30
"4_036_5B",1,"C12","control",1,2,"C2",0,"uninf",1,6
"4_036_5C",1,"C12","control",1,2,"C2",0,"uninf",0,30
"4_036_5D",1,"C12","control",1,2,"C2",0,"uninf",0,30
"4_036_6A",1,"C12","control",1,2,"C2",1,"control",1,6
"4_036_6B",1,"C12","control",1,2,"C1",1,"control",1,6
"4_036_6C",1,"C12","control",1,2,"C2",0,"uninf",0,30
"4_036_6D",1,"C12","control",1,2,"C2",1,"control",0,30
"4_037_1A",2,"C7","control",1,5,"C2",1,"control",0,30
"4_037_1B",2,"C7","control",1,5,"C2",0,"uninf",0,30
"4_037_1C",2,"C7","control",1,NA,NA,NA,"uninf",0,30
"4_037_1D",2,"C7","control",1,5,"C2",0,"uninf",1,8
"4_037_2A",2,"C7","control",1,5,"C2",0,"uninf",0,30
"4_037_2B",2,"C7","control",1,5,"C3",0,"uninf",1,27
"4_037_2C",2,"C7","control",1,5,"C2",0,"uninf",1,6
"4_037_2D",2,"C7","control",1,5,"C3",0,"uninf",1,8
"4_037_3A",2,"","",0,5,"C2",0,"unexp",0,30
"4_037_3B",2,"C7","control",1,5,"C2",1,"control",0,30
"4_037_3C",2,"C7","control",1,5,"C2",0,"uninf",1,6
"4_037_3D",2,"C7","control",1,5,"C2",0,"uninf",1,8
"4_037_4A",2,"C7","control",1,5,"C2",1,"control",0,30
"4_037_4B",2,"C7","control",1,5,"C2",1,"control",0,30
"4_037_4C",2,"C7","control",1,5,"C2",0,"uninf",1,6
"4_037_4D",2,"","",0,5,"C2",0,"unexp",1,10
"4_037_5A",2,"C7","control",1,5,"C2",0,"uninf",0,30
"4_037_5B",2,"C7","control",1,5,"C2",0,"uninf",0,30
"4_037_5C",2,"C7","control",1,5,"C2",0,"uninf",1,8
"4_037_5D",2,"C7","control",1,5,"C3",0,"uninf",1,6
"4_037_6A",2,"C7","control",1,5,"C2",1,"control",0,30
"4_037_6B",2,"C7","control",1,NA,NA,NA,"uninf",0,30
"4_037_6C",2,"C7","control",1,5,"C2",0,"uninf",1,8
"4_037_6D",2,"C7","control",1,5,"C2",0,"uninf",1,6
"4_038_1A",2,"C4","control",1,5,"C1",0,"uninf",1,8
"4_038_1B",2,"C4","control",1,5,"C2",0,"uninf",1,8
"4_038_1C",2,"C4","control",1,5,"C3",1,"control",1,6
"4_038_1D",2,"C4","control",1,5,"C2",1,"control",0,30
"4_038_2A",2,"C4","control",1,5,"C2",1,"control",1,6
"4_038_2B",2,"C4","control",1,NA,NA,NA,"uninf",0,30
"4_038_2C",2,"C4","control",1,5,"C2",0,"uninf",0,30
"4_038_2D",2,"C4","control",1,5,"C2",1,"control",1,6
"4_038_3A",2,"C4","control",1,5,"C2",1,"control",1,6
"4_038_3B",2,"C4","control",1,5,"C2",0,"uninf",1,6
"4_038_3C",2,"C4","control",1,NA,NA,NA,"uninf",0,30
"4_038_3D",2,"","",0,5,"C2",0,"unexp",0,30
"4_038_4A",2,"","",0,5,"C2",0,"unexp",1,6
"4_038_4B",2,"C4","control",1,NA,NA,NA,"uninf",0,30
"4_038_4C",2,"C4","control",1,5,"C2",1,"control",0,30
"4_038_4D",2,"C4","control",1,5,"C3",1,"control",1,22
